Posição	Código IBGE	Município	População
2194º	2105609	Joselândia	15891
2195º	5105606	Matupá	15870
2196º	2414001	Tangará	15866
2197º	2110278	Santo Amaro do Maranhão	15853
2198º	4104600	Capitão Leônidas Marques	15850
2199º	4307500	Espumoso	15843
2200º	2911402	Glória	15840
2201º	2703007	Ibateguara	15840
2202º	5004304	Iguatemi	15838
2203º	1501600	Bonito	15834
2204º	2925253	Ponto Novo	15830
2205º	2929057	São Félix do Coribe	15825
2206º	1302306	Jutaí	15824
2207º	2609105	Machados	15820
2208º	3203809	Muqui	15806
2209º	2926806	Rio do Antônio	15804
2210º	3507407	Borborema	15791
2211º	2612307	Saloá	15779
2212º	2927309	Salinas da Margarida	15772
2213º	2925600	Presidente Dutra	15734
2214º	2900306	Acajutiba	15727
2215º	2100808	Anapurus	15696
2216º	2612901	São Benedito do Sul	15683
2217º	2311900	Saboeiro	15678
2218º	3116100	Chapada do Norte	15675
2219º	4102802	Bela Vista do Paraíso	15656
2220º	1504752	Mojuí dos Campos	15646
2221º	3136009	Joaíma	15634
2222º	3535408	Panorama	15619
2223º	3142700	Montalvânia	15603
2224º	3102308	Alvinópolis	15599
2225º	2406502	Lagoa Nova	15590
2226º	2915205	Itagibá	15577
2227º	3300936	Carapebus	15568
2228º	4204509	Corupá	15541
2229º	5105507	Vila Bela da Santíssima Trindade	15534
2230º	3146909	Papagaios	15516
2231º	2913804	Ipecaetá	15499
2232º	3120805	Cruzília	15497
2233º	2901353	Andorinha	15490
2234º	1300904	Canutama	15490
2235º	5215306	Orizona	15472
2236º	3549953	São Lourenço da Serra	15465
2237º	2404705	Ipanguaçu	15464
2238º	2706505	Passo de Camaragibe	15461
2239º	3201001	Boa Esperança	15460
2240º	3107802	Bom Jesus do Galho	15459
2241º	2917409	Jacaraci	15459
2242º	1507409	São Francisco do Pará	15454
2243º	4205001	Dionísio Cerqueira	15450
2244º	2111029	São João do Caru	15450
2245º	2926509	Ribeira do Amparo	15443
2246º	3514809	Eldorado	15436
2247º	2309201	Nova Olinda	15433
2248º	2504801	Coremas	15426
2249º	2501609	Barra de Santa Rosa	15421
2250º	3203304	Mantenópolis	15419
2251º	2410108	Poço Branco	15418
2252º	2912509	Ibipitanga	15413
2253º	2513406	Santa Luzia	15401
2254º	3133006	Itamonte	15391
2255º	3111507	Campos Altos	15387
2256º	5102603	Campinápolis	15386
2257º	2516904	Uiraúna	15382
2258º	2931608	Teolândia	15357
2259º	2802304	Frei Paulo	15349
2260º	2100873	Araguanã	15332
2261º	3545605	Santa Adélia	15331
2262º	2605806	Frei Miguelinho	15328
2263º	3108404	Botelhos	15322
2264º	3555109	Tupi Paulista	15321
2265º	2929008	São Félix	15310
2266º	2404507	Guamaré	15309
2267º	2304657	Graça	15307
2268º	3123908	Entre Rios de Minas	15292
2269º	3133105	Itanhandu	15290
2270º	5204300	Caçu	15287
2271º	2608404	Jurema	15284
2272º	4306502	Dom Feliciano	15279
2273º	2516508	Taperoá	15276
2274º	3125705	Felixlândia	15273
2275º	2609303	Mirandiba	15270
2276º	2104206	Fortuna	15262
2277º	3521903	Itajobi	15246
2278º	3112703	Capitão Enéas	15237
2279º	3550902	São Simão	15225
2280º	2615706	Triunfo	15221
2281º	2903235	Barro Alto	15217
2282º	5209952	Indiara	15213
2283º	2109403	Primeira Cruz	15207
2284º	2612455	Santa Cruz	15202
2285º	3305703	Sumidouro	15191
2286º	2516706	Teixeira	15191
2287º	2102358	Buritirana	15180
2288º	2804201	Monte Alegre de Sergipe	15177
2289º	3522802	Itaporanga	15165
2290º	4209607	Lauro Müller	15149
2291º	3112000	Candeias	15147
2292º	3134004	Itinga	15147
2293º	4110508	Ipiranga	15139
2294º	5214002	Mozarlândia	15125
2295º	1600154	Pedra Branca do Amapari	15125
2296º	4122008	Rio Azul	15125
2297º	3300902	Cambuci	15124
2298º	2904308	Brejões	15122
2299º	5207907	Flores de Goiás	15111
2300º	2918209	Jiquiriçá	15106
2301º	3504206	Auriflama	15085
2302º	2409902	Pendências	15083
2303º	3200300	Alfredo Chaves	15082
2304º	2204709	Inhuma	15065
2305º	4103909	Campina da Lagoa	15042
2306º	3133402	Itapagipe	15041
2307º	4320701	Sobradinho	15018
2308º	5003157	Coronel Sapucaia	15016
2309º	4107009	Curiúva	15004
2310º	5000203	Água Clara	14992
2311º	1600808	Vitória do Jari	14991
2312º	3140159	Mário Campos	14988
2313º	2516102	Soledade	14987
2314º	4121505	Rebouças	14981
2315º	2927606	Santa Brígida	14976
2316º	3303104	Natividade	14960
2317º	2916856	Itatim	14957
2318º	3104304	Areado	14956
2319º	2409803	Pedro Velho	14954
2320º	2308203	Meruoca	14948
2321º	3142205	Miraí	14946
2322º	1505007	Nova Timboteua	14942
2323º	3145000	Nova Ponte	14934
2324º	2909109	Coribe	14933
2325º	4125100	São João do Triunfo	14927
2326º	2311108	Porteiras	14921
2327º	5105903	Nobres	14917
2328º	5105176	Juruena	14913
2329º	3158201	Santa Maria do Suaçuí	14896
2330º	3108909	Brazópolis	14889
2331º	2302057	Barroquinha	14880
2332º	2311355	Quixelô	14860
2333º	2405603	Jardim de Piranhas	14858
2334º	4211603	Nova Veneza	14837
2335º	3114105	Carmo de Minas	14822
2336º	3202702	Itaguaçu	14815
2337º	2611408	Primavera	14798
2338º	2609808	Orocó	14794
2339º	2906600	Candiba	14792
2340º	3520905	Ipaussu	14766
2341º	3538204	Pinhalzinho	14763
2342º	2904001	Boninal	14760
2343º	2106805	Mirinzal	14744
2344º	4317905	Santo Cristo	14738
2345º	2926103	Retirolândia	14730
2346º	2920908	Mascote	14728
2347º	3506706	Boa Esperança do Sul	14727
2348º	3302056	Italva	14723
2349º	2300903	Apuiarés	14719
2350º	1508357	Vitória do Xingu	14719
2351º	2915353	Itaguaçu da Bahia	14718
2352º	4123006	Salto do Lontra	14713
2353º	2608305	Jupi	14712
2354º	4305454	Cidreira	14710
2355º	4110607	Iporã	14704
2356º	2608057	Jatobá	14703
2357º	3205176	Vila Valério	14697
2358º	4100608	Alto Paraná	14693
2359º	2901403	Angical	14690
2360º	1501725	Brasil Novo	14689
2361º	3546009	Santa Branca	14667
2362º	3168408	Tarumirim	14667
2363º	2933059	Várzea da Roça	14662
2364º	2516607	Tavares	14661
2365º	2616506	Xexéu	14651
2366º	4323804	Xangri-lá	14650
2367º	2107456	Olinda Nova do Maranhão	14637
2368º	3155702	Rio Piracicaba	14624
2369º	5104203	Guiratinga	14615
2370º	2414605	Upanema	14609
2371º	2707206	Poço das Trincheiras	14575
2372º	2903003	Barra do Mendes	14560
2373º	3102001	Alterosa	14551
2374º	3553955	Tarumã	14547
2375º	3106903	Bicas	14545
2376º	2103257	Cidelândia	14539
2377º	4115408	Marmeleiro	14539
2378º	3110301	Caldas	14529
2379º	2600609	Alagoinha	14517
2380º	2107209	Nina Rodrigues	14489
2381º	3139904	Maria da Fé	14488
2382º	1100700	Campo Novo de Rondônia	14484
2383º	5209200	Guapó	14482
2384º	2932408	Uibaí	14474
2385º	5106158	Nova Bandeirantes	14473
2386º	2500502	Alagoinha	14464
2387º	3128105	Guapé	14460
2388º	3140803	Matias Barbosa	14449
2389º	4104709	Carlópolis	14431
2390º	2804904	Pacatuba	14420
2391º	2909406	Cotegipe	14414
2392º	4123808	Santa Izabel do Oeste	14411
2393º	2909703	Cristópolis	14403
2394º	2210706	Simões	14398
2395º	2203503	Elesbão Veloso	14383
2396º	2507309	Jacaraú	14378
2397º	2309003	Mucambo	14377
2398º	3100609	Água Boa	14370
2399º	2922607	Nilo Peçanha	14368
2400º	1200013	Acrelândia	14366
2401º	2400703	Alto do Rodrigues	14365
2402º	2612554	Santa Filomena	14355
2403º	3536307	Patrocínio Paulista	14351
2404º	4317806	Santo Augusto	14334
2405º	3109501	Cabo Verde	14330
2406º	2902500	Baianópolis	14323
2407º	4107504	Engenheiro Beltrão	14314
2408º	2401206	Arez	14307
2409º	2207504	Palmeirais	14295
2410º	3516002	Flórida Paulista	14282
2411º	2604155	Casinhas	14274
2412º	4301107	Arroio dos Ratos	14255
2413º	2920403	Manoel Vitorino	14251
2414º	4206009	Governador Celso Ramos	14229
2415º	2924058	Pé de Serra	14226
2416º	2601300	Barra de Guabiraba	14224
2417º	2110302	Santo Antônio dos Lopes	14222
2418º	2102556	Campestre do Maranhão	14219
2419º	4118808	Peabiru	14198
2420º	4306007	Crissiumal	14195
2421º	5221700	Uruana	14195
2422º	4117800	Palmital	14189
2423º	2913457	Igrapiúna	14187
2424º	2105153	Igarapé do Meio	14147
2425º	4126678	Tamarana	14143
2426º	2506400	Gurinhém	14134
2427º	3154903	Rio Casca	14130
2428º	2306009	Iracema	14125
2429º	2205409	Joaquim Pires	14123
2430º	3104601	Astolfo Dutra	14118
2431º	2502805	Brejo do Cruz	14107
2432º	4211504	Nova Trento	14099
2433º	4101705	Araruna	14098
2434º	5005806	Nioaque	14092
2435º	3534906	Pacaembu	14086
2436º	2108405	Peri Mirim	14074
2437º	2200301	Alto Longá	14070
2438º	2903706	Boa Nova	14069
2439º	4305207	Cerro Largo	14069
2440º	2210508	São Pedro do Piauí	14056
2441º	1100379	Alto Alegre dos Parecis	14045
2442º	3171600	Virgem da Lapa	14043
2443º	4108502	General Carneiro	14038
2444º	2708956	Senador Rui Palmeira	14036
2445º	2806305	Santa Luzia do Itanhi	14034
2446º	3527603	Luiz Antônio	14021
2447º	3202603	Iconha	14016
2448º	2612703	Santa Maria do Cambucá	14013
2449º	3519055	Holambra	14012
2450º	4321402	Tenente Portela	14008
2451º	1502855	Curuá	13996
2452º	3528809	Maracaí	13981
2453º	3538501	Piquete	13976
2454º	2902005	Aracatu	13962
2455º	2920452	Mansidão	13959
2456º	1302207	Juruá	13956
2457º	2708907	Satuba	13949
2458º	2111722	Satubinha	13949
2459º	3123205	Dores do Indaiá	13923
2460º	4216701	São José do Cedro	13897
2461º	2414209	Tibau do Sul	13895
2462º	3541703	Quatá	13893
2463º	4119806	Planalto	13889
2464º	2111763	Senador La Rocque	13877
2465º	4217600	Siderópolis	13870
2466º	4207106	Ilhota	13857
2467º	2509206	Massaranduba	13853
2468º	5006358	Paranhos	13852
2469º	2930600	Serrolândia	13832
2470º	2400505	Alexandria	13827
2471º	3551405	Serra Azul	13810
2472º	4114005	Mamborê	13798
2473º	4111407	Ivaí	13797
2474º	3304128	Quatis	13785
2475º	2902658	Banzaê	13765
2476º	3104700	Ataléia	13762
2477º	4120002	Porecatu	13754
2478º	4113908	Mallet	13738
2479º	2901304	Andaraí	13737
2480º	3100302	Abre Campo	13733
2481º	3142007	Mirabela	13726
2482º	3117702	Conceição do Rio Verde	13724
2483º	2911857	Heliópolis	13718
2484º	2512408	Puxinanã	13715
2485º	2404606	Ielmo Marinho	13714
2486º	2905503	Caldeirão Grande	13713
2487º	2926707	Rio de Contas	13712
2488º	4114500	Manoel Ribas	13708
2489º	2515500	Serra Branca	13707
2490º	5002605	Camapuã	13694
2491º	2615508	Tracunhaém	13689
2492º	2313906	Uruoca	13677
2493º	5209903	Iaciara	13675
2494º	5222005	Vianópolis	13675
2495º	2304509	Frecheirinha	13669
2496º	3556008	Urupês	13655
2497º	4109302	Guaraniaçu	13641
2498º	4127965	Turvo	13640
2499º	2607703	Itapetim	13638
2500º	3522901	Itapuí	13618
2501º	1507508	São João do Araguaia	13616
2502º	2922656	Nordestina	13597
2503º	2203305	Demerval Lobão	13595
2504º	2308377	Miraíma	13583
2505º	3101003	Águas Vermelhas	13576
2506º	3301801	Engenheiro Paulo de Frontin	13576
2507º	3129707	Ibiraci	13575
2508º	4121901	Ribeirão do Pinhal	13557
2509º	2103158	Centro do Guilherme	13555
2510º	4302907	Cacequi	13552
2511º	4122156	Rio Bonito do Iguaçu	13552
2512º	2500908	Arara	13538
2513º	2931707	Terra Nova	13536
2514º	2704807	Maribondo	13514
2515º	4104451	Cantagalo	13505
2516º	4117107	Nova Londrina	13486
2517º	2112852	Vila Nova dos Martírios	13480
2518º	2933158	Várzea Nova	13454
2519º	3143005	Monte Belo	13453
2520º	3156007	Rio Vermelho	13453
2521º	5103700	Feliz Natal	13451
2522º	2930758	Sítio do Mato	13437
2523º	3140506	Martinho Campos	13436
2524º	1304260	Uarini	13428
2525º	1713304	Miranorte	13426
2526º	1303957	São Sebastião do Uatumã	13421
2527º	3541208	Presidente Bernardes	13420
2528º	4111902	Jaguapitã	13398
2529º	2928059	Santa Luzia	13398
2530º	2604403	Chã de Alegria	13396
2531º	2110237	Santana do Maranhão	13395
2532º	4301206	Arroio do Tigre	13388
2533º	2929800	Saúde	13385
2534º	2303931	Choró	13384
2535º	3202652	Irupi	13380
2536º	3157708	Santa Juliana	13380
2537º	5213004	Maurilândia	13379
2538º	4301909	Barra do Ribeiro	13365
2539º	4204558	Correia Pinto	13358
2540º	4118006	Paraíso do Norte	13345
2541º	3539400	Piratininga	13335
2542º	2925709	Presidente Jânio Quadros	13334
2543º	3132206	Itaguara	13329
2544º	4300802	Antônio Prado	13306
2545º	2411403	Santana do Matos	13289
2546º	1716505	Pedro Afonso	13288
2547º	2509404	Mogeiro	13286
2548º	4308102	Feliz	13273
2549º	2916906	Itiruçu	13254
2550º	2706448	Paripueira	13252
2551º	2803401	Japoatã	13238
2552º	1506112	Quatipuru	13237
2553º	3532009	Morungaba	13232
2554º	2305266	Ibaretama	13218
2555º	2807501	Tomar do Geru	13208
2556º	2915106	Itagi	13199
2557º	4302352	Bom Princípio	13189
2558º	2404309	Governador Dix-Sept Rosado	13157
2559º	2310100	Palmácia	13145
2560º	2308351	Milhã	13136
2561º	2508604	Lucena	13121
2562º	3504404	Avanhandava	13112
2563º	3553005	Taguaí	13111
2564º	1101708	Urupá	13106
2565º	2409100	Passa-e-Fica	13099
2566º	1502764	Cumaru do Norte	13093
2567º	2602704	Buenos Aires	13085
2568º	3553609	Tapiratiba	13062
2569º	3542909	Ribeirão Bonito	13060
2570º	2930907	Tabocas do Brejo Velho	13057
2571º	3137403	Lagoa Dourada	13056
2572º	3110707	Cambuquira	13053
2573º	3551801	Sete Barras	13053
2574º	2608602	Lagoa do Ouro	13033
2575º	2412302	São José do Campestre	13007
2576º	1300086	Anamã	12978
2577º	1709005	Goiatins	12973
2578º	3116159	Chapada Gaúcha	12971
2579º	2919405	Licínio de Almeida	12969
2580º	5108006	Tapurah	12967
2581º	2702801	Flexeiras	12966
2582º	2303907	Chaval	12952
2583º	3541901	Queluz	12949
2584º	3525508	Joanópolis	12947
2585º	3201704	Conceição do Castelo	12944
2586º	2933455	Wanderley	12935
2587º	4217006	São Ludgero	12934
2588º	5207808	Firminópolis	12923
2589º	4314506	Pinheiro Machado	12913
2590º	3204500	Santa Leopoldina	12889
2591º	3162450	São João das Missões	12862
2592º	3135506	Jequeri	12859
2593º	2614709	Tacaimbó	12853
2594º	3141009	Mato Verde	12849
2595º	2312601	São Luís do Curu	12849
2596º	2409308	Patu	12844
2597º	3201159	Brejetuba	12838
2598º	2309102	Mulungu	12831
2599º	2705606	Novo Lino	12821
2600º	1300839	Caapiranga	12820
2601º	3529807	Mineiros do Tietê	12812
2602º	5214838	Nova Crixás	12810
2603º	1711902	Lagoa da Confusão	12808
2604º	2603926	Carnaubeira da Penha	12805
2605º	3556107	Valentim Gentil	12800
2606º	4312500	Mostardas	12794
2607º	5104609	Itiquira	12789
2608º	5003454	Deodápolis	12773
2609º	4218806	Turvo	12746
2610º	3139805	Mar de Espanha	12743
2611º	3535101	Palmares Paulista	12730
2612º	3132305	Itaipé	12725
2613º	2401800	Brejinho	12720
2614º	2902401	Aurelino Leal	12706
2615º	4110078	Imbaú	12697
2616º	2918308	Jitaúna	12692
2617º	2803906	Malhador	12691
2618º	4301636	Balneário Pinhal	12671
2619º	2103752	Davinópolis	12659
2620º	2109205	Presidente Juscelino	12656
2621º	1101500	Seringueiras	12653
2622º	5220009	São João d'Aliança	12643
2623º	2601805	Betânia	12637
2624º	1505635	Piçarra	12632
2625º	3170057	Ubaporanga	12622
2626º	4116109	Moreira Sales	12621
2627º	4112702	Jataizinho	12615
2628º	3509908	Cananéia	12609
2629º	2902054	Araçás	12608
2630º	2910107	Dom Basílio	12604
2631º	4102307	Balsa Nova	12602
2632º	3203353	Marilândia	12602
2633º	3202256	Governador Lindenberg	12600
2634º	5219803	São Domingos	12585
2635º	3202504	Ibiraçu	12581
2636º	2405702	Jardim do Seridó	12579
2637º	3204955	São Roque do Canaã	12579
2638º	5213756	Montividiu	12566
2639º	3120201	Cristais	12564
2640º	3134707	Jacinto	12561
2641º	2604809	Cortês	12560
2642º	3514502	Duartina	12549
2643º	3535002	Palestina	12542
2644º	3170008	Ubaí	12531
2645º	2921807	Mortugaba	12529
2646º	3301157	Cardoso Moreira	12519
2647º	2923035	Novo Horizonte	12514
2648º	2111532	São Pedro da Água Branca	12511
2649º	3102803	Andrelândia	12507
2650º	2612471	Santa Cruz da Baixa Verde	12501
2651º	4316451	Salto do Jacuí	12490
2652º	2921054	Matina	12488
2653º	2210805	Simplício Mendes	12488
2654º	3557204	Chavantes	12487
2655º	5106109	Nossa Senhora do Livramento	12484
2656º	4103107	Bocaiuva do Sul	12477
2657º	3155504	Rio Paranaíba	12462
2658º	2100154	Água Doce do Maranhão	12457
2659º	4119103	Piên	12455
2660º	2413904	Taipu	12428
2661º	4210001	Luiz Alves	12413
2662º	4220000	Balneário Rincão	12403
2663º	2104107	Fortaleza dos Nogueiras	12403
2664º	3133204	Itanhomi	12394
2665º	5106216	Nova Canaã do Norte	12388
2666º	2929750	Saubara	12380
2667º	1400456	Pacaraima	12375
2668º	2414803	Vera Cruz	12371
2669º	3106507	Berilo	12360
2670º	3130507	Ilicínea	12358
2671º	2208502	Porto	12358
2672º	3113909	Carmo da Cachoeira	12350
2673º	2305332	Ibicuitinga	12350
2674º	2305704	Ipaumirim	12349
2675º	4201950	Balneário Arroio do Silva	12344
2676º	3510708	Cardoso	12328
2677º	4105607	Cidade Gaúcha	12326
2678º	5204706	Campinorte	12321
2679º	4121000	Querência do Norte	12320
2680º	3550803	São Sebastião da Grama	12317
2681º	2510907	Paulista	12308
2682º	4123907	Santa Mariana	12307
2683º	4102505	Barbosa Ferraz	12300
2684º	4306205	Cruzeiro do Sul	12258
2685º	1101302	Mirante da Serra	12258
2686º	4127858	Três Barras do Paraná	12256
2687º	3552601	Tabapuã	12251
2688º	4312708	Nonoai	12247
2689º	2311009	Poranga	12243
2690º	4215455	Sangão	12233
2691º	5207402	Edéia	12231
2692º	5003751	Eldorado	12224
2693º	2407500	Maxaranguape	12223
2694º	2901700	Antônio Cardoso	12208
2695º	4302402	Bom Retiro do Sul	12204
2696º	2906857	Capela do Alto Alegre	12199
2697º	2606903	Iguaracy	12175
2698º	2806602	Santo Amaro das Brotas	12146
2699º	2513109	Salgado de São Félix	12145
2700º	3300225	Areal	12143
2701º	3152170	Ponto dos Volantes	12138
2702º	4209706	Lebon Régis	12133
2703º	2926905	Rio do Pires	12130
2704º	3111804	Canápolis	12117
2705º	3519402	Ibirá	12096
2706º	3204401	Rio Novo do Sul	12095
2707º	2929404	São Miguel das Matas	12092
2708º	3544202	Riolândia	12086
2709º	2901809	Antônio Gonçalves	12072
2710º	3127602	Gouveia	12064
2711º	3165552	Setubinha	12060
2712º	2605509	Ferreiros	12057
2713º	3506805	Bocaina	12040
2714º	3203106	Jerônimo Monteiro	12036
2715º	4112504	Jardim Alegre	12019
2716º	4203303	Campo Alegre	12012
2717º	2106102	Loreto	12009
2718º	5204102	Cachoeira Alta	12002
2719º	5106778	Porto Alegre do Norte	11995
2720º	2601508	Belém de Maria	11992
2721º	2922052	Mulungu do Morro	11988
2722º	3161809	São Gonçalo do Pará	11985
2723º	3160306	Santo Antônio do Jacinto	11977
2724º	2110906	São Francisco do Maranhão	11976
2725º	2101103	Axixá	11975
2726º	2309805	Pacoti	11960
2727º	1400159	Bonfim	11945
2728º	4203709	Canelinha	11944
2729º	2502409	Bonito de Santa Fé	11938
2730º	2511509	Pilar	11938
2731º	2208106	Pimenteiras	11935
2732º	4117057	Nova Laranjeiras	11927
2733º	2400802	Angicos	11909
2734º	1720200	São Miguel do Tocantins	11906
2735º	3161502	São Geraldo	11905
2736º	3200169	Água Doce do Norte	11893
2737º	3164209	São Romão	11892
2738º	2919603	Macajuba	11879
2739º	3111309	Campo do Meio	11878
2740º	3517208	Guaiçara	11869
2741º	5002308	Brasilândia	11864
2742º	2924702	Piripá	11849
2743º	2515104	São Sebastião de Lagoa de Roça	11845
2744º	2413359	Serra do Mel	11838
2745º	3168507	Teixeiras	11836
2746º	3130051	Icaraí de Minas	11835
2747º	4127007	Teixeira Soares	11834
2748º	2506707	Imaculada	11833
2749º	2104305	Godofredo Viana	11830
2750º	2110856	São Francisco do Brejão	11808
2751º	3200706	Atílio Vivácqua	11804
2752º	3151602	Planura	11796
2753º	2703759	Jequiá da Praia	11782
2754º	4209904	Lontras	11774
2755º	4302303	Bom Jesus	11773
2756º	2706000	Olivença	11772
2757º	5001243	Aral Moreira	11771
2758º	4105300	Céu Azul	11764
2759º	1502608	Colares	11759
2760º	3204302	Presidente Kennedy	11742
2761º	2802403	Gararu	11736
2762º	2612802	Santa Terezinha	11734
2763º	4112801	Joaquim Távora	11731
2764º	2104909	Guimarães	11728
2765º	4322533	Vale do Sol	11727
2766º	5103056	Cláudia	11716
2767º	2910008	Dário Meira	11716
2768º	1714880	Nova Olinda	11715
2769º	3117900	Congonhal	11706
2770º	2902203	Aramari	11703
2771º	2930006	Sebastião Laranjeiras	11696
2772º	2604304	Cedro	11695
2773º	2106003	Lima Campos	11695
2774º	3102100	Alto Rio Doce	11693
2775º	4123402	Santa Fé	11691
